name,brand,brand_pos
1 2456577740333 Юбка/ALIN/19-5,,"(0, 0)"
Корм для собак ПЕДИГРИ Говядина в соусе 100г,педигри,"(15, 22)"
[M] Кроссовки Briggs LM108904178 763lBDMote+JU,briggs,"(14, 20)"
ДОСКА РАЗДЕЛОЧНАЯ 21х30 см М5551,,"(0, 0)"
Рулетики со Сгущенкой вес. Яшкино,яшкино,"(27, 33)"
"Вода Аква малина 0,5л",аква,"(5, 9)"
"Пирожное Эклеры с творожной начинкой, вес",,"(0, 0)"
Сайлентблок задний - замена.,,"(0, 0)"
"Пирог Курица/Грибы 0,290 кг.",,"(0, 0)"
Губка для посуды ЧИСТЮЛЯ Макси 5шт,чистюля,"(17, 24)"
3) 7681B-03X-34 БРЮКИ И ПОЯС ЖЕНСКИЙ,,"(0, 0)"
Пакет бум. (KM КРАФТ 23*18*10 ВН),крафт,"(15, 20)"
4607021406499 НМП ФЕРРА Индукция Сковорода 28см ,ферра,"(18, 23)"
1) YG176-00X-34 БЛУЗКА ЖЕНСКАЯ,,"(0, 0)"
Смартфон Xiaomi Redmi Note 9 128GB Polar White,xiaomi,"(9, 15)"
"50461333 Платье (42, Black, 4047395219835)",,"(0, 0)"
"Упаковочное Лам.  (2,75*1,83)  ПРОКЛАДКА16мм РЛ",,"(0, 0)"
СОУС HEINZ ТОМАТНЫЙ САЛЬСА С ДОЗАТОР230Г,heinz,"(5, 10)"
4015001010091 Palette Фито для окраски волос краска Пленительный Медный 270 1ШТ,palette,"(14, 21)"
1) Mitsubishi 5W30 1л MZ320756,mitsubishi,"(3, 13)"
ХИТ-ВОК BIG 4 порц.,,"(0, 0)"
6PK2203 Ремень генератора  *GATES,gates,"(28, 33)"
Юнивит кидс ж/паст №30,юнивит кидс,"(0, 11)"
Сосиски Дымов молочные ГОСТ защ. 464г.,дымов,"(8, 13)"
Печенье Орешки кг г.Тамбов,,"(0, 0)"
"Ряженка Агуша с 12 мес 3,2% пл/бут 180г БЗМЖ",агуша,"(8, 13)"
"Мин.вода Архыз Легенда гор 1,5л газ",архыз,"(9, 14)"
Маечка 25*45 в асс-те,,"(0, 0)"
"Landor Sterilised & Ligt for a Cat сухой корм для кошек с избыточным весом и стерилизованных(развес) (Утка,рис, Развес)",landor,"(0, 6)"
Сыр Гауда зрелая,,"(0, 0)"
"КУБАНСКАЯ БУРЕНКА молоко 2,5% бутылка 1400мл",кубанская буренка,"(0, 17)"
"Ранфорс набивной детский SG 5477 Морской 240 см, 001 (синий)",,"(0, 0)"
БЗМЖ Мороженое  эскимоКоровка из Кореновки круглое 70г,коровка из кореновки,"(22, 42)"
"Велосумка на раму Abus Basico ST 5200, 1.2 литра, черная",abus,"(18, 22)"
"Зиплок 10х10-35мкм(1/16тыс.) Континент, Тыс.шт.",континент,"(29, 38)"
"Брусок абразивный ON двусторонний 150мм 6"" (C)",,"(0, 0)"
60188-Самоклеящийся блок  51x76,,"(0, 0)"
12.25552  Дюбель гвоздь гриб полипропилен 6*40 100шт MIXTON Микстон 1пак,mixton,"(53, 59)"
"Сигареты маркирован.мрц122,0 рубParker & Simpson Black сигареты с фильтром ""Parker & Simpson Black"" мрц 111.00 руб.",parker,"(32, 38)"
Мороженое Лакомка слив. во взб. шок.глаз. 90 г Фил (25),,"(0, 0)"
Тунец стейк филе с/м,,"(0, 0)"
"Лейка 8,0л.                             ",,"(0, 0)"
ТРУБА SINIKON D50 1.5М,sinikon,"(6, 13)"
"Чехол для iPhone
Чехол IS IS-FCC-IPH582019-LP10T-MVBT00",,"(0, 0)"
"Жев. конфета TOFITA вишня, 47гр",tofita,"(13, 19)"
"ШПРИЦ 5МЛ 3-Х КОМП C ИГЛОЙ 22G 0,7X30 ТИП ЛУЕР N10",,"(0, 0)"
38029 КОНФЕТЫ МОРСКИЕ КРАСНЫЙ ОКТЯБРЬ 250Г,красный октябрь,"(22, 37)"
Однодневные 1 DAY ACUVUE OASYS 3,acuvue,"(18, 24)"
паприка Приправыч копченая мол. ,приправыч,"(8, 17)"
2000150554871 ЖЕНСКИЕ ДЖИНСЫ         R    ,,"(0, 0)"
"""Горячая штучка"" Чебупицца в ассорт. 250г",горячая штучка,"(1, 15)"
Сосиски Сливочные в/у 300 гр шт (1шт),,"(0, 0)"
Бумага упак 100*70 Веселые Зверята 80г/м2 арт.41880,,"(0, 0)"
Сланцы 330-09955,,"(0, 0)"
ПИРОЖНОЕ КОЛЕЧКИ  240Г KOVIS В АССОРТ-ТЕ  шт,kovis,"(23, 28)"
590212011093 TYTAN Professional 65 UNI Пена профессиональная зимняя 750 мл (шт),tytan,"(13, 18)"
"Папкарегистратор Berlingo ""Spring"", 70мм, бумвинил, двухстор., с карманом, ниж. мет. кант, розовая",berlingo,"(17, 25)"
Зажигалка Огонь,,"(0, 0)"
"Вино столовое красное полусладкое ""Марки",,"(0, 0)"
"ПОМА СЛЮНЯВЧИК КЛЕЕНЧАТЫЙ НА ЗАВЯЗКАХ Д/МАЛ. 5+ /АРТ.3116/ (15012018, 15.01.2028)",пома,"(0, 4)"
"Краска DALI акриловая д/обоев, База А высокотиксотропная 5л",dali,"(7, 11)"
БИНТ СТЕРИЛЬНЫЙ КЛИНСА  7МХ14СМ (ВЫСОК.П,клинса,"(16, 22)"
2. Стиральная машина LG F2J6NM1W [Фронтальная загрузка; 6 кг; 1200 об/мин; Сушка; 60 x 45 x 85],lg,"(21, 23)"
Бутылка для воды в чехле 560 мл КРАСИВЫЕ ЗВЕРИ розовые УД-2364,,"(0, 0)"
"CUS04-12820  VIENO\Деликатный шампунь для чувствительной кожи головы для всех типов волос без отдушки,250",vieno,"(13, 18)"
"Йогурт Чудо 2,5% 290г в ассортименте шт",чудо,"(7, 11)"
"Кошелек F962PM718L11/FW19 (TU, BLACK/99)",,"(0, 0)"
0940695 КУРТКА S Бежевый 029000022342990148785973888,,"(0, 0)"
ОРИО гибкая труба 1 1/2 х 40/50 (максимальная длина  850мм) АС-10131,орио,"(0, 4)"
"Коктейль молочный Чудо крем/брюле/пекан 3% 0,2л",чудо,"(18, 22)"
"И""   лaк аkpиловый бpиллиантoвый   100 мл 4814 Артикул 63885150734",,"(0, 0)"
"Жевательный Мармелад с Витаминами ""Крут фрут"" 30гр",крут фрут,"(35, 44)"
"Ручка шариковая автоматическая Erich Krause ""Ultra Glide Technology JOY Neon"" 0,7 мм, синяя (Шт (1 Шт))",erich krause,"(31, 43)"
Картридж KENLI 124мм под квадрат 3022020-1К,kenli,"(9, 14)"
Печенье песочное глазированное Восторг в белой глазури с шоколадом 600 гр* 10,восторг,"(31, 38)"
2.2852-5 БЮСТГАЛЬТЕР вечерние сумерки 80C,,"(0, 0)"
[M] Сапоги Tervolina LM098298853 a!fkDdUCKIpk(,tervolina,"(11, 20)"
"Йогурт пит Чудо 2,7% 110г грильяж/вишня дой/пак",чудо,"(11, 15)"
Следики жен (270) 120н арт 24ж,,"(0, 0)"
"Напиток Липецкая Лайт вишня среднегаз 0,5л",липецкая,"(8, 16)"
Маска д/волос Fito 155мл Актив облепиховая банка,fito,"(14, 18)"
Лампа паяльная 2л SPARK LUX,spark lux,"(18, 27)"
Носки муж.17С-151СП р.25-29. 058 цвет черный (акула) DiWaRi HAPPY Россия,diwari,"(53, 59)"
Обои виниловые на флизелиновой основе Erismann 60095-12 1.06х10м,erismann,"(38, 46)"
Скатерть Arya С Кружевами 160X220 Valery Пудра,arya,"(9, 13)"
Lays - 90гр Зеленый Лук,lays,"(0, 4)"
Икра аналоговая лососевая 220гр. с/б /Балтийский берег/,балтийский берег,"(38, 54)"
Салфетки влажные антибакт.Вестар 70шт. шт,вестар,"(26, 32)"
Нектар Фиксики 200мл яблочно-банановый,фиксики,"(7, 14)"
"Пиво Лидское Пилснер светлое 1,5л",лидское,"(5, 12)"
139619 Крупа пшеничная Мистраль булгур 500г,мистраль,"(23, 31)"
Закуска ЗНАТОК ВЕНГЕРСКАЯ овощна,знаток,"(8, 14)"
Бульон с блинчатым пирогом,,"(0, 0)"
Стакан 2 порц.,,"(0, 0)"
Майонез Московский Провансаль 220 мл. 1шт.,московский провансаль,"(8, 29)"
4606224273990 Клей-карандаш BRAUBERG SUP_02,brauberg,"(28, 36)"
Ж/д билет № 75000896163170 Плацкарта,,"(0, 0)"
"Лампа ""OSRAM"" головной свет (H7 12-55 PX26d SUPER +30% /64210SUP/ ) шт",osram,"(7, 12)"
Брикет с печеньем в ассорт 100гр,,"(0, 0)"
Набор геометрический Hatber средний цветной ассорти,hatber,"(21, 27)"
Пижама oodji LM083848677,oodji,"(7, 12)"
9/12 Уголь активированный таб 250мг №10 4р. за упак,уголь активированный,"(5, 25)"
Творог М.Д.Ж.  6% 300 г,,"(0, 0)"
ФАСОЛЬ /530гр/ ПЕЧЕНАЯ В ТОМАТНОМ СОУСЕ ПИКАНТА СТ/Б,пиканта,"(40, 47)"
"Смазка д/катушек SFT ""Grease Reel Li"" (зеленый)",sft,"(17, 20)"
Кисть люкс 50мм 128030,,"(0, 0)"
АКСАМОН 5МГ/МЛ 1МЛ АМП Х10,аксамон,"(0, 7)"
Толстовка подрост. Э-03.21 Г трикот 1СТ-73 690,,"(0, 0)"
Сэндвич салями/ветчина/сыр York Fresh 150г,york fresh,"(27, 37)"
"Аэрозольная краска универсальная  Пастельные цвета DECORIX, 335",decorix,"(51, 58)"
Пшеница конс ЧЕСНОК 110мл №1,,"(0, 0)"
Сигареты Ява Золотая (Арбалет),ява,"(9, 12)"
"Заклепка 4х11 торм. колодок ГАЗ,УАЗ к-т (64шт.)",,"(0, 0)"
торасемид 5мг №20 М,торасемид,"(0, 9)"
"Твердый шампунь АКТИВНАЯ СВЕЖЕСТЬ, 90г",активная свежесть,"(16, 33)"
"Наклейки ""Человек Паук"" (упаковка 50шт)__",,"(0, 0)"
Кружка 340мл ф.цилиндр,,"(0, 0)"
"Бойлер  MILANO     80л   NEW  (вертикальный, 2 кВт, ш470в760г470)",milano,"(8, 14)"
НАПИТОК NEMOLOKO ОВСЯН СЛИВ 12% 250МЛ,nemoloko,"(8, 16)"
КОФЕ Lavazza IL MATTINO 250гр жарен.молот в/у,lavazza,"(5, 12)"
Маска  однор. 3-х слойн. штамп.,,"(0, 0)"
"Вафли Джумка с мягкой карамелью и воздушной кукурузой, кг",джумка,"(6, 12)"
5903973104438 Шпаклевка СТАРТ Акрил-путс 2.5кг SNIEZKA (288),sniezka,"(47, 54)"
4 2456557185192 3шт Трусы/Lee /MT2T,lee,"(26, 29)"
Куртка утепленная Noisy May WR012842455,noisy may,"(18, 27)"
"КОФЕ СУБЛИМИРОВАННЫЙ ""JARDIN"" GOLD 95Г. ЛЕНИНГРАДСКАЯ ОБЛ.",jardin,"(22, 28)"
Краска-уход De Luxe 9/76 блондин коричнево-фиолетовый ESTEL 60мл. шт,estel,"(54, 59)"
Сигареты Тройка (тв. уп. ЛД) 106,тройка,"(9, 15)"
Машина SB-17-52-CDU-1 Технопарк Джип на больших колесах спорт,технопарк,"(22, 31)"
"11855.Магнит для доски 40 мм (4 шт) ""Berlingo""",berlingo,"(37, 45)"
2) 2405B-22X-ONE КОЗЫРЕК ЖЕНСКИЙ,,"(0, 0)"
Тыква Витаминная МЕТ ГАВРИШ   ,гавриш,"(21, 27)"
"Kонструктор  арт.0818,0870 2/1",,"(0, 0)"
Блеск д/губ Э-10.20 КГ в ассорт Корея 2-1-51 129,,"(0, 0)"
"БЕЛЫЙ МЕДВЕДЬ ПИВО КРЕПКОЕ 8% 1,3л",белый медведь,"(0, 13)"
Мини чиабатты с сёмгой 180 г Уже Готово  ООО  Городской ,,"(0, 0)"
"983321 Гель д/бр""DOCKLAND""Аква 200 мл",dockland,"(17, 25)"
Батарейки Duracell 2032 для электроприборов 2 штуки,duracell,"(10, 18)"
Кофта жен.б/у (47 06 EVA SPO-X-25) шт,,"(0, 0)"
"Маркер тонкий 1мм. перманентный P-6, красный WORKMATE (шт)",workmate,"(45, 53)"
"Туфли комнатные, арт. RB-19004, персиковый, WERTER BERGER, 18",werter berger,"(44, 57)"
"БЗМЖ Творог 9% ""Минская марка"" 355г Беларусь",минская марка,"(16, 29)"
Игрушка Три кота Карамелька Т17190,карамелька,"(17, 27)"
[M] Сабо Crocs LM114904408 T_Wh;nUFiCKX4,crocs,"(9, 14)"
МИРАТОРГ Котлеты Домашние из говядины 300гр,мираторг,"(0, 8)"
A39577X10321 10601 ПЛАТОК ЖЕНСКИЙ,,"(0, 0)"
Мираторг смесь рататуй 400г,мираторг,"(0, 8)"
Кофе250ЗерEgoistNoir,egoist,"(10, 16)"
Пa утинка   DF-25   25 мm бeлая Apтиk ул 8057894262,,"(0, 0)"
Ватные Палочки  BELLA  мягк упак 100шт,bella,"(16, 21)"
"Сумка (920149459425,no size,5000)",,"(0, 0)"
26770-Н3 (Набор экстракторов Kraftool для выкручивания крепежа с износом граней шлица до 95% 3 предмета),kraftool,"(29, 37)"
Пластилин воздуш. 1/24,,"(0, 0)"
"НИМЕСУЛИД 0,1 N4 ПАКЕТ 2,0 ГРАНУ",нимесулид,"(0, 9)"
4000000441205 BR6402 DEWAL Щетка массажная COFFEE мини металлический штифт,dewal,"(21, 26)"
Чебурешки Жаренки 300гр.,жаренки,"(10, 17)"
Мышь беспроводная / Qumo Office M25 Fractal,qumo,"(20, 24)"
Гайка М8*1 10 Zn DIN934,,"(0, 0)"
Лампа светодиодная высокомощная LED 30Вт E27 6500К E27 Космос Lk,космос,"(55, 61)"
376121 Брюки жен. CFC0099802003/VAR CAMMELLO BEIGE / L,,"(0, 0)"
"квас Вятский лесные ягоды 0,5л пэт",вятский,"(5, 12)"
Лак д/ногт Luсky Конф 23К Т-фио,luсky,"(11, 16)"
Накидка на рюкзак МАНАРАГА 50-60л (хаки (9123808)),манарага,"(18, 26)"
Крупа м/у ПОЛБА цельная 800гр воложка шт,воложка,"(30, 37)"
Прокладки ежедневные Naturella Light 20 штук,naturella,"(21, 30)"
"Кефир 3,2% 0,9л.""Белая Корова""",белая корова,"(17, 29)"
112727:гренки сметана/лук 1кг Сурские снеки,сурские снеки,"(30, 43)"
[M] Кеды adidas LM095631421 4'ko>JxyLCamP,adidas,"(9, 15)"
"Салфетки FELIX универсальная, микрофибра (1шт.)",felix,"(9, 14)"
Салфетки 33*33  2-х сл.(20шт/уп) Новогодние,,"(0, 0)"
СЫР РОССИЙСКИЙ 50% БАРАНОВИЧИ БЕЛАРУСЬ,барановичи,"(19, 29)"
1) XW103-99X-XL ТОЛСТОВКА ЖЕНСКАЯ,,"(0, 0)"
"Рулет из мяса индейки запеченый ""КД""",,"(0, 0)"
20A_3YR3C14QF_015_EL МАЙКА,,"(0, 0)"
Сыр Тысяча Озер Утренний 45% 125г нарезка,тысяча озер,"(4, 15)"
Мармелад жеват Bebeto 35г кола*клуб,bebeto,"(15, 21)"
"ГУРМЕ ГОЛД конс. д/к нежные биточки индейка, шпинат 85гр",гурме,"(0, 5)"
"Колбаса ""Докторская"" стандарт ц/ф/Владимирский стандарт/ кг",владимирский стандарт,"(34, 55)"
4) YE682-99X-44 КЕДЫ МУЖСКИЕ,,"(0, 0)"
"1/1 Жидкость д/снятия лака ""Быстрый эффект"" 100мл (алоэ/эвкалипт)",,"(0, 0)"
"6010003300025 Тетрадь.Гарри Поттер (А5, 48 л., накидки), (шт)",,"(0, 0)"
"2.Молоко 2,5%ж.Биоснежка 900гр.",биоснежка,"(15, 24)"
Тарталетки Икра КИТ,кит,"(16, 19)"
Закуска корейская из спаржи 0.232кг,,"(0, 0)"
"Изделие декоративное ""Еловый букетик"" длина 14,5см",,"(0, 0)"
"Труба дымовая Ду=200 (1,0  мм)  0,25 м. шт",,"(0, 0)"
Окорочок копч-вареный кур Ясная горка1кг,ясная горка,"(26, 37)"
"Корректирующая жидкость 20мл на водной основе, кисточка",,"(0, 0)"
хлеб Артизиан 0.3,,"(0, 0)"
"MU6X23 92 L Трусы Мужск., светло-серый,р.L 50",,"(0, 0)"
"1475122 Сабо ж Inuikii 70104-10  knot stripe beige 41, 040",inuikii,"(15, 22)"
Profi Line/MB  556,profi line,"(0, 10)"
Комбинезон BCV000291 трикотаж серый меланж 18-24мес/92,,"(0, 0)"
"ШПРИЦ 5,0 3-Х КОМП 22Gх11/2 (0,7х40м",,"(0, 0)"
Карамель Яшкино,яшкино,"(9, 15)"
 Креветки гриль с соусом Том Ям 150 г,,"(0, 0)"
4630055162062                           LIBREDERM Крем д/сух,librederm,"(40, 49)"
4 2456579151182 Шарф жен/Osti/LC6S,,"(0, 0)"
"Пиво Прямо с завода непастеризованное светлое 4% 0,45л ст/б",,"(0, 0)"
"Дюбель-гвоздь 8,0x60 потайная головка 12шт",,"(0, 0)"
Смесь Летняя 400 г ПВ,,"(0, 0)"
333445 Шоколад Dove Promises молочный 120 г,dove,"(15, 19)"
Творог Сваля 5% 0.200/6,сваля,"(7, 12)"
1 2157805355076 КУПАЛЬНИК /Booh/9953,,"(0, 0)"
Йогурт Коровка из Кореновки 4% термостатный 350 гр стакан,коровка из кореновки,"(7, 27)"
Кондиционер д/б VERNEL 910мл детский (конц)ПРОМО*,vernel,"(16, 22)"
Отвод гнутый (Ду 20) большой,,"(0, 0)"
МОРОЖ ГОСТОВСКИЙ РОЖОК 70Г ХК-,гостовский,"(6, 16)"
"Пиво Молот светлое фильтров 8,5% 0,5л",молот,"(5, 10)"
Каша гречневая/молоко 45гр. (Ясно солнышко),ясно солнышко,"(29, 42)"
2. greenini_масло-флюид д/вол.100мл_macadamia gold,greenini,"(3, 11)"
"Перья каллиграфические, остроконечные, 4шт. с де",,"(0, 0)"
"2: 459-044. Полустельки под стопу, гелевые 2шт Q",,"(0, 0)"
Лейкопластырь картон/уп на тканев/основе 2х500с,,"(0, 0)"
"60100/910/S-18 Джемпер муж.(шт, XXL) 6 100,00р.-70% пр.№1 ",,"(0, 0)"
BOMBBAR батончик  протеин.смор.чернич.панкейк 60г ,bombbar,"(0, 7)"
201209220563 Клеенка Lucia 140 см Позитано зел. 357817/6004 (пог.м),lucia,"(21, 26)"
АНАЛЬГИН (Р-Р Д/ИН. 50% АМП. 2 МЛ № 10),анальгин,"(0, 8)"
"Йогурт бутылка Апельсин 0,4л. БЗМЖ/Нытва/",нытва,"(35, 40)"
 4605781112391 Семена Кабачок Зебра /ПФ/ Россия,,"(0, 0)"
5 2157294105541 Колготки д/DISN/03Д/,,"(0, 0)"
Пельмени Деревенские  800гр /Мираторг,мираторг,"(29, 37)"
"т""   рaзбaвитель слaбопа хнущий   120 mл 2433940 Артикул 5040800322",,"(0, 0)"
"Е Ползунки детские, рост 62 см, цвет микс",,"(0, 0)"
"1. 171 КН-R0L748CB(ке) Подвеска (Ag 925) 12,5 гр., разм. 43,0, Ш",,"(0, 0)"
2) XG795-80X-S БЛУЗКА ЖЕНСКАЯ,,"(0, 0)"
Индейка С-дов 350г,,"(0, 0)"
Юбка женская (26),,"(0, 0)"
Шоколадная белая глазурь 300г,,"(0, 0)"
ТЕРНЕЦИЯ оранжевая,,"(0, 0)"
Вок с тунцом  б/л Ева 2 порц.,,"(0, 0)"
ЭКОНОМ SMART Салф.влаж.20шт.Ан Шт,эконом smart,"(0, 12)"
1) XI663-38X-140 СВИТЕР ДЛЯ ДЕВОЧКИ,,"(0, 0)"
WIND ROSE Освежитель воздуха Хвойный лес 300мл *12шт,wind rose,"(0, 9)"
Шоколад молочный с карамелью 200 г Callebaut,callebaut,"(35, 44)"
"Корм HILLS 10514 сух. д/собак мини пород Ягненок/Рис 0,3кг*6",hills,"(5, 10)"
"Свитшот 81009416240 (comma, Черный) шт",comma,"(21, 26)"
"Купальник (КНР) 21-3515 (42 (46-48), черн/бел полоска)",,"(0, 0)"
(5230102) Щетка STURM! с пластиковой ручкой стальная щетина [шт],sturm,"(16, 21)"
Консервы Сайра т/о натуральная 250г,,"(0, 0)"
Моксонидин Канон таб. п/п/о 4мг №60,моксонидин канон,"(0, 16)"
380Г МАЙОНЕЗ ПРОВАНСАЛЬ КЛАССИЧ Д/ПАК ТМ МАХЕЕВЪ,махеевъ,"(41, 48)"
Московский картофель в асс-те 150гр,московский картофель,"(0, 20)"
Патиссон Веселые друзья 1гр,веселые друзья,"(9, 23)"
2001008833735 ПРОДУКТ ТВОРОЖНЫЙ ДА,,"(0, 0)"
"Эмаль Расцвет 0,5кг (белая) д/радиатор шт",,"(0, 0)"
Макароны 'Добродея-Экстра' Куколки 1000г ОМФ,добродея,"(10, 18)"
Шорты джинсовые Levi's  LM080377412,levi,"(16, 20)"
Оплетка на руль 37-39 см. AZARD черная,azard,"(26, 31)"
810413028931 Помада с атласным блеском ТОРЕ,,"(0, 0)"
Круассаны мини Месье Круасье 1кг Абрикос Пенза,месье круасье,"(15, 28)"
Ж/д билет № 76016866289846 Билет,,"(0, 0)"
Дядя Ваня Огурчики дамские ст/б 680гр,дядя ваня,"(0, 9)"
Арматура d*8,,"(0, 0)"
Пр. Always  Ультра лайт 10 шт,always,"(4, 10)"
"1192271 Смарт-часы CANYON Polly GPS,  1.22"",  синий / зеленый (Гар.срок:12мес.)",canyon,"(19, 25)"
9) 2452E-00X-36 КЕДЫ ЖЕНСКИЕ,,"(0, 0)"
Брусок 40*40*3000 срощ.,,"(0, 0)"
Лампа светодиод Онлайт Е27 30Вт белый холодный 61971,онлайт,"(16, 22)"
Гладиолус Анук крупноцветковый  (1 шт),,"(0, 0)"
чай МАРСЕЛЬ зел 100г,марсель,"(4, 11)"
Сырок РОСТАГРОЭКСПОРТ глазир. с вар. сгущенкой 15 % 45 гс заменителем мол жира,ростагроэкспорт,"(6, 21)"
Кетчуп Кухмастер 260гр. по-грузински,кухмастер,"(7, 16)"
T872N--9093 Кроссовки женские ASICS W GEL-PHOENIX 9 black р.7.5,asics,"(30, 35)"
"Удобрение сухое Аммиачная селитра (на основе) минеральное Фаско, 0,9кг",фаско,"(58, 63)"
Тетрадь Окно в мир/Хатбер 14634 по химии,хатбер,"(19, 25)"
Рулетик сахалинский 60 гр.,,"(0, 0)"
Сметана Село Зеленое 180г 15% БЗМЖ<32321>,село зеленое,"(8, 20)"
БЗМЖ Сырок творож. глаз.в бел.шок. лимон Коровка из Кореновки 23% 50г Россия,коровка из кореновки,"(41, 61)"
"Приправа к курице с розмарином   ""Kamis"" 20гр Польша",kamis,"(34, 39)"
Колготки INNAMORE  20 ден. р-р 3,innamore,"(9, 17)"
"Напиток б/а энергетический газ Ягуар Культ красный 0,5л ж/б",ягуар,"(31, 36)"
Констр LegoNinjago Мотоцикл Ллой,lego,"(7, 11)"
ШАМПУНЬ УЛЬТРАУВЛАЖНЕНИЕ 12X400МЛ,,"(0, 0)"
Котлеты по-домашнему 450гр,,"(0, 0)"
"Грандаксин табл 50мг N20 ВЕНГРИЯ (5732A0619 , 30.06.2024) уп",грандаксин,"(0, 10)"
Натахтари Груша    0.5л (шт),натахтари,"(0, 9)"
Пожелания пирожное Армавир 1кг,,"(0, 0)"
"Соус ""Mivimex"" Кавказский особо острый 200г. (ООО Мивимекс)",mivimex,"(6, 13)"
"ЧАЙ Nestea черный клубника и алоэ вера  0,5л пэт",nestea,"(4, 10)"
"СИГАРЕТЫ С ФИЛЬТРОМ WINSTON XSTYLE BLUE, МРЦ 168; МТП",winston,"(20, 27)"
Мясо по-гурийски,,"(0, 0)"
1/1 Кветиапин таб. п/о 25 мг №60,кветиапин,"(4, 13)"
"Ряженка Волоколамское из цельного молока 3,4-4,2% 950г",волоколамское,"(8, 21)"
ЗЕФИР В БЕЛОЙ ГЛАЗУРИ 500ГР (ПОЛЕТ),полет,"(29, 34)"
Рубашка Bazioni LM085163904,bazioni,"(8, 15)"
Mobihel автоэмаль 601 ЧЕРНАЯ 520мл аэр 4676 (258708),mobihel,"(0, 7)"
"2. Аммиак,р-р,10%,100мл(УПАК.)",,"(0, 0)"
0862642 ПЕРЧАТКИ 86/92 Розовый ,,"(0, 0)"
"ЙОГУРТ ПИТЬЕВОЙ ""СЛОБОДА"" 260МЛ В АССОРТИМЕНТЕ",слобода,"(17, 24)"
Соус MIVIMEX овощн.перцовый,mivimex,"(5, 12)"
Шорты Gap WR011107322,gap,"(6, 9)"
*LAMEL Тонал крем StudioSkin 401 (флаерс,lamel,"(1, 6)"
3. юбка D12GN051P-60U 60/19 XS/S,,"(0, 0)"
1908:Мойва х/к,,"(0, 0)"
Кетчуп Балтимор 260 гр сашет,балтимор,"(7, 15)"
"Пиво светлое пастеризованное ""Шихан Живое"", алк. 4,7% об. Розлив",шихан,"(30, 35)"
"0,45Л ПИВО ЛИПЕЦКОЕ СТ",липецкое,"(11, 19)"
Фарш из куриного филе  п/ф,,"(0, 0)"
"Когда Я вырасту ЯБЛОКО,МАНГО,БАНАН, МАРАКУЙЯ 180г",когда я вырасту,"(0, 15)"
1. 437917 Мешок для мусора 35л рулон ПСД (50х60)-12 оранжевые с ушками НАДЕЖНЫЕ Ромашка (30шт) 1/20,ромашка,"(80, 87)"
Ящик для рассад,,"(0, 0)"
"381697 Лазерный дальномер BOSCH GLM 50С [0601072c00] 1,00 шт.",bosch,"(26, 31)"
Хлебцы Агуша Рисовые мини Грушевый сок 30г,агуша,"(7, 12)"
0655784 БРЮКИ 32 Черный       ,,"(0, 0)"
ТОМАТНАЯ ПАСТА КУХМАСТЕР ГОСТ 480ГР СТ/Б  ,кухмастер,"(15, 24)"
"Икра Стерляди ж/б 50г АРК Белуга Россия, шт   ",арк белуга,"(22, 32)"
СЛАДКИЙ СПРЕЙ МИ-МИ-МИШКИ П/Б ,ми-ми-мишки,"(14, 25)"
ТОЛСТОВКА М SQ53706,,"(0, 0)"
Колбаса сервелат Прздничная с/к   Есть 1шт,,"(0, 0)"
Отвод канализационный ф 110 - 90  (Политэк),политэк,"(35, 42)"
"Чай""Принцесса Нури"" Высокогорный 100шт(Лен.обл)",принцесса нури,"(4, 18)"
ПЕЧЕНЬЕ КОКОСОВОЕ КУХМАСТЕР 1 270,кухмастер,"(18, 27)"
"Джиг-головка ""NARVAL"" ZG 120 5/0 24г 1шт",narval,"(14, 20)"
[M] Кроссовки Reebok LM078357027 aCf9Af+OWcJ?7,reebok,"(14, 20)"
Биолан Руч Эконом Эксперт 350 гр,биолан,"(0, 6)"
"ПАТРОН 12 к. ""НА ОХОТУ"" (32 г)",,"(0, 0)"
2000004075262 Трещотка ПРАКТИК 1/2,практик,"(23, 30)"
! НАРЕЗКА Черкизово КОЛБАСА САЛЯМИ ФЛАМЕНКО С/К 100Г ЧЕРКИЗОВСКИЙ г. Москва,черкизово,"(10, 19)"
"Приправа ""Волшебное дерево"" Чеснок 30 гр.",волшебное дерево,"(10, 26)"
19) YN134-99X-M ТОЛСТОВКА МУЖСКАЯ,,"(0, 0)"
"Кружево вышитое на сетке арт. 3173 Т 33мм, розовый",,"(0, 0)"
EPICA йогурт пит без сахара  260 г Россия,epica,"(0, 5)"
Икра Санта Бремор мойвы с копч лососем №2 180г ст/б Беларусь,санта бремор,"(5, 17)"
Биг Ланч Лапша 75г туш.кур./лук   *,биг ланч,"(0, 8)"
Мозаика для самых маленьких BABY TOYS d40/4 цв/27эл ДК / 02520ДК,baby toys,"(28, 37)"
6 2456587416761 02.22 Крем/BION/46 0,bion,"(27, 31)"
Леггинсы женские/ 20806 Roma (Серый 518 (518)/42 (S)/),roma,"(24, 28)"
"Сыр ""Тильзиттер Люкс"" 45% 250г (ф/пак) ТМ Радость вкуса",радость вкуса,"(42, 55)"
Лампа Онлайт св/д MR16 7W 4200K 220V 716,,"(0, 0)"
AGA048z Антифриз Z42 G11 зеленый -42°c 1кг,aga,"(0, 3)"
543177.Маска мед. нс 3-х слойная на рези,,"(0, 0)"
"Куртка (020335112704,L,9900)",,"(0, 0)"
