name,good,good_pos
1) 2454C-50J-322 ДЖИНСЫ МУЖСКИЕ,джинсы,"(17, 23)"
NATURELLA Clas. maxi/7 *P&G #83740907\8001841479224 *682,,"(0, 0)"
34541 CORTECO сальник промвала,сальник,"(14, 21)"
"Нектар ""Любимый"" Яблоко 0,95л.",нектар,"(0, 6)"
8 2157342959959 БЛУЗКА ЖЕН/ESPR/058E,блузка,"(16, 22)"
!А!contex гель-смазка 100мл strong анальный секс,гель-смазка,"(10, 21)"
ЖБ Пеларгония Премиу,пеларгония,"(3, 13)"
  2922 Паштет Hame 117гр Из Гусиной Печени ж/б,паштет,"(7, 13)"
"STA""   10231-10   kруглая   koр oтkaя pучка №10 Apтикул 59314393932",,"(0, 0)"
Вафли с мягкой карамелью и воздушной кукурузой вес. 1 кг ЯШКИНО,вафли,"(0, 5)"
ВИНО ГЕВЮРЦТРАМИНЕР 2018 БЕЛ С,вино,"(0, 4)"
!Элит Сервелат Ореховый в/к 330г,сервелат,"(6, 14)"
"МАРМЕЛАД ЖЕВАТЕЛЬНЫЙ ""ФИНИ"" РОЛЛЕР 20ГР",мармелад,"(0, 8)"
Чай Принцесса Нури черн.с доб. Малина 25п,чай,"(0, 3)"
РУЧКА ГЕЛ..АВТОМАТ. ЦВЕТ.СИН,ручка,"(0, 5)"
Ремень поясной ELEGANZZA Z-PL20 black (120),ремень,"(0, 6)"
Рис  <Янтарь> Мистраль 900 г.,рис,"(0, 3)"
"Сверло по керамике 6мм /35-4-006/ 4 кромки (""Ремоколор"")",сверло,"(0, 6)"
39710604017S ФУТБОЛКА ILSA,футболка,"(13, 21)"
Сигареты Ява Золотая Турбодеслим,сигареты,"(0, 8)"
"Минир.вода Карачинская 1,5 л. 1 шт.",вода,"(6, 10)"
Колготки Allure LM084970136,колготки,"(0, 8)"
"1158092 Мышь OKLICK 688MW ERGO, оптическая, беспроводная, USB, черный (Гар.срок:12мес.)",мышь,"(8, 12)"
Shary маска CLAY BLUE Голубая глина увлажняющая,маска,"(6, 11)"
Ловушка от тараканов HELP (шт),ловушка,"(0, 7)"
"Линзы контактные мягкие Оптима FW -1,5(1000000862973)",линзы,"(0, 5)"
"Йогурт Фермерский лесные ягоды 3,5% 130г Залесский фермер БЗМЖ",йогурт,"(0, 6)"
Паштет ХАМЕ из гусиной печени 117г Россия,паштет,"(0, 6)"
6PK1018 Ремень генератора GATES,ремень,"(8, 14)"
Конфеты Badyfox с молочной начинкой 3кг Яшкино,конфеты,"(0, 7)"
Тост с сёмгой 140 гр,тост,"(0, 4)"
Garnier Краска д/волос Сенсейшн №8.0 Св.русый перел. C4532310,краска,"(8, 14)"
5 2157567720495 джемпер/SPRI/6764,джемпер,"(16, 23)"
Розетка Lezard 1-м. без з/к белая/хром 703-0225-121 RAIN,розетка,"(0, 7)"
Рикко 400 г  майонез на перепелином яйце,майонез,"(13, 20)"
"G2077Т молния  трактор 2 замка 80 см, цвет №310 черный",молния,"(7, 13)"
"ЧАЙ ЛИПТОН В ПЕРСИК 1,5л",чай,"(0, 3)"
Чай Б.,чай,"(0, 3)"
ФБ Губка Комфорт 5шт/98/ шт,губка,"(3, 8)"
Арбуз 1кг (79),арбуз,"(0, 5)"
Салат из капусты с перцем и помидорами,салат,"(0, 5)"
"Печень по-домашнему, 200 г",печень,"(0, 6)"
Nike / CU6775-010 L  Брюки для тренинга мужские M NK DRY PANT TAPER FA SWOOSH черный р. L,брюки,"(21, 26)"
КАРТОФЕЛЬ ФРИ РИФЛЕНЫЙ AVIKO 750Г,картофель фри,"(0, 13)"
MAGIC BITS ТВСопил,,"(0, 0)"
ТЕТРАДЬ УЧЕНИЧЕСКАЯ 12Л ЛИНЕЙКА САВАННА  АРТ  46549,тетрадь,"(0, 7)"
1. ЭСТЕЛЬ PRINCESS ESSEX Крем-краска 6/6 темно-рус,крем,"(25, 29)"
"САПОГИ ДЕТ 4-115-B01 Nordman Drop ПВХ р.38 утеп, темно-синие (42",сапоги,"(0, 6)"
"Диувер таб. 5мг №20 ООО ""Тева""(Россия)",,"(0, 0)"
Присадка в масло трансмиссионное 207 мл ABRO,масло,"(11, 16)"
Пелядь вяленая  Павлова,пелядь,"(0, 6)"
Clar SV SB 487 Щетка кругл.средн.,щетка,"(15, 20)"
ПАРФЮМЕРНАЯ ВОДА 40МЛ; без размера,вода,"(12, 16)"
Код 55809 Крышка для разогрева пищ.продуктов в СВЧ д-245мм,крышка,"(10, 16)"
Машина металл.HONDA CIVIC.ТАКСИ 12см.,машина,"(0, 6)"
"Тетрадь 12л,линия, Юнландия Классическая,ассорти, 105642/105646/105647/105644/105643/105645",тетрадь,"(0, 7)"
7 Фильтр воздушный MANN C 30 005,фильтр,"(2, 8)"
Карамель на палочке  Долька Мандарина 15 гр,карамель,"(0, 8)"
Чипсы Лэйс 150г Смет/зел,чипсы,"(0, 5)"
"Йогурт Чудо 270г Испанский Апельсин 2,4%",йогурт,"(0, 6)"
105792-BM 44 Шлепанцы мужские Ultratouch Slide черный/синий р. 44,шлепанцы,"(13, 21)"
ЧИПСЫ СМЕТАНА УКРО,чипсы,"(0, 5)"
Вино Иверия столовое красное п,вино,"(0, 4)"
Волжанка Вода питьевая 0.5л ст/б,вода,"(9, 13)"
Минер. вода б/г 250 мл,вода,"(7, 11)"
ПЕЧЕНЬЕ ПАЛОЧКИ СУПЕР ТОНКИЕ  POCKY. Вес 44 гр.,печенье,"(0, 7)"
шапка трикотажная fido 010,шапка,"(0, 5)"
Слойка с сыром 0.07 Коломенский,слойка,"(0, 6)"
2) 1413A-00X-122 БЛУЗКА ДЛЯ ДЕВОЧКИ,блузка,"(17, 23)"
Мишура _19  цвета в ассо,мишура,"(0, 6)"
ЧАЙ ЕВРОПА 200Г ЧЕРНЫЙ К/Л М/У,чай,"(0, 3)"
"Сумка через плечо, 3 мес, *6948",сумка,"(0, 5)"
*МИРАТ.Стейк ПЕППЕР мр.гов.260гy,стейк,"(7, 12)"
МАСЛО ОЛИВ EXTRA VIRG+ БЕЛ ТРЮФЕЛЬ 100МЛ,масло,"(0, 5)"
"Персиковое масло, 25 мл.",масло,"(11, 16)"
Аккумулятор BARS Silver 6СТ-60 о.п.,аккумулятор,"(0, 11)"
"M096-1 Жаба богатства фигурка 6,5х5х3,5см полистоун (Клепач/Абертон_100821, шт)",фигурка,"(22, 29)"
[M] Кроссовки Patrol LM097044040 G_9Wk2poof)VB,кроссовки,"(4, 13)"
ВИСКАС 350Г АССОРТИ ИЗ ПТИЦЫ,,"(0, 0)"
"Салфетки 2-х сл. ""Bouquet de Luxe"" 25л Застолье 24*24 г.Екатеринбург *15",салфетки,"(0, 8)"
230Г МОЛ/КОФ НАП. КОФЕ КАРАМЕЛЬ STARBUCKS,кофе,"(18, 22)"
872530-XL196-Пижама из джерси Eco-conception,пижама,"(13, 19)"
Grass Milana Oud Rood парфюмированное жидкое мыло 300 мл,мыло,"(45, 49)"
0986975 Блузка S Бежевый 073142271769610359870874544,блузка,"(8, 14)"
Молния никель ZIP 5B-2 100см двухзам,молния,"(0, 6)"
Олифрин 15 мл масло назальное (131220 годен до 01.01.2024),масло,"(14, 19)"
Яблоки Смит Новая Зел. (ИП Крупный),яблоки,"(0, 6)"
"Дымоход 1,0м (430/0,8 мм) Ф150",дымоход,"(0, 7)"
"Алерана Спрей д/наруж 5% 60мл №3 фл (081220, 31.12.2022)",спрей,"(8, 13)"
Ola Прокладки Ультра Супер Солнечная ромашка 8шт,прокладки,"(4, 13)"
4810268027345 БЗМЖ Творог Савушкин Хуторок  9% 300г круг,творог,"(19, 25)"
Носки Teatro REP15430511,носки,"(0, 5)"
Тушка ЦБ охл Среднеуральск,тушка,"(0, 5)"
4915-001 Туфли VAGABOND (Молочный) (36),туфли,"(9, 14)"
СМЕННЫЙ КАРТРИДЖ БРИЗАЛ ДЛЯ БИО-ПОГЛОТИТ,картридж,"(8, 16)"
8714100831243       СРК МАСКА ТК.УВЛАЖНЯ,маска,"(24, 29)"
8006165404396 РИЗОТТО С CASA RINAL,ризотто,"(14, 21)"
"Балтика Темное Браун эль 0,45л бут 4,5%",эль,"(21, 24)"
Книга ND Play Гоночная машинка,книга,"(0, 5)"
Масло Терра Делисса Экстра Виржин 2,масло,"(0, 5)"
Пангасиус запеченный,пангасиус,"(0, 9)"
"Педигри ""Для взрос.собак всех пород"" с говядин 600гр пакет (2503)",,"(0, 0)"
"Кружка для пива с крышкой, 800мл",кружка,"(0, 6)"
Зима в горах Картина по номерам на дереве,картина,"(13, 20)"
Бумага туал.Зева Плюс 8шт яблоко   *,бумага,"(0, 6)"
"Эпика Йогурт 4,8% 130г гранат/малина   * ",йогурт,"(6, 12)"
СП Курица фермерская фаршированная в рукаве п/ф охл. вес,курица,"(3, 9)"
2202240224026 Электроконфорка ЭКЧЭ-145-1.5 ЗВИ г.Мск 925.00*1,электроконфорка,"(14, 29)"
Гайка  ш/гр. самоконтр. DIN985 М4    А2       (1шт),гайка,"(0, 5)"
Ложка детская стол. М-23,ложка,"(0, 5)"
Сыр LAIME тильзитер 50% 125гр,сыр,"(0, 3)"
чай Greenfield персик 25 пак.,чай,"(0, 3)"
2343568 БАЛЫК МРАМОРНЫЙ ХОЛО,балык,"(8, 13)"
1) Мираж салат,салат,"(9, 14)"
Насадка д/мытья пола МОП Мега Классика SV2130,насадка,"(0, 7)"
Салат Мехико БЛ,салат,"(0, 5)"
Порошки для стиральных машин / Neos Universal NSK0201 (4.5 кг),порошки,"(0, 7)"
12958 ЧИПСЫ КАРТОФЕЛЬНЫЕ ПРИНГЛС 165Г КРАБ,чипсы,"(6, 11)"
"Носки LIDER STANDART ,,хлопок/полиамид/лайкра/эластан,муж,.,сер.,р. 29,, (шт)",носки,"(0, 5)"
СНIKALAB Батончик глазированный с начинк,батончик,"(9, 17)"
Подрозетник GUSI d-68 (бетон) шт,подрозетник,"(0, 11)"
"Развивающая игрушка ""Бабочка"" (арт. 633049)",игрушка,"(12, 19)"
"Клопиксол депо р-р в/м (масл) 200мг/мл 1мл амп N10 ДАНИЯ (2628228 , 01.09.2022) уп",,"(0, 0)"
Пистолет М для герметика 225мм полуоткрытый противовес круглый шток 6мм MATRIX MASTER шт,пистолет,"(0, 8)"
Замок навесной АЛЛЮР ВС1Ч-376 6кл (шт.),замок,"(0, 5)"
Пластина зеркала 2108,пластина,"(0, 8)"
РЕМКОМПЛЕКТ ДЛЯ НАДУВНОЙ ЛОДКИ (ТУБА) шт,ремкомплект,"(0, 11)"
"Калейдоскоп ' KWELT ' Веселые букашки 12,5*3см,",калейдоскоп,"(0, 11)"
2. колготки_glamour_tiamo 40_4 черный,колготки,"(3, 11)"
"СОСИСКИ ""ТОРЭС"" МОЛОЧНЫЕ 350 ГР",сосиски,"(0, 7)"
Кормушка для птиц TR 5472 (Германия),кормушка,"(0, 8)"
ТОМАТЫ СОРТ МОХИТО КГ УЦ,томаты,"(0, 6)"
Жидкость стеклоомыват (зимняя),жидкость,"(0, 8)"
<2/8> 50/100 уп. Шприц 2мл (3-х комп) №100,шприц,"(17, 22)"
"Саморезы по дереву BROZEX пакет 3,5*25 крупная резьба (30шт)",саморезы,"(0, 8)"
"Отипакс 16г, капли ушные(9250001499186)",капли,"(13, 18)"
Раки мелкие 500г,раки,"(0, 4)"
8602/64 Сорочка Olymp (синий) (44),сорочка,"(8, 15)"
Камера УК 13 шт,камера,"(0, 6)"
"Печенье сэнд.3.5кг.""Внучка шоколад.с бан",печенье,"(0, 7)"
"Прихватка полиэстр 16,5*17см (шт)",прихватка,"(0, 9)"
"Пиджак (02025545R023,XL,01J0)",пиджак,"(0, 6)"
0694658 ШАПКА/КЕПКА 92/104 Черный ,кепка,"(14, 19)"
"1: 154-064. Шпагат джутовый 2х-ниточный 100м, 1,",шпагат,"(12, 18)"
"funday / VTWX4L 99 S Юбка трикотажная Женск., черный,р.S 44",юбка,"(21, 25)"
Печенье с цукатами 90г,печенье,"(0, 7)"
"291850 Коврик для мыши BURO BU-M40089,  рисунок/щенок 1,00 шт.",коврик,"(7, 13)"
TV Philips 24PHS4304/60,tv,"(0, 2)"
ЗЕВА платки носовые детские №1,платки,"(5, 11)"
Эскимо Ленинградское пломбир 80гр,эскимо,"(0, 6)"
Ollin Щетка для распутывания влажных и спутанных волос с крышкой,щетка,"(6, 11)"
М/Колбаски шашлычные 400г (Мираторг)***,колбаски,"(2, 10)"
Лесной бальзам ополаскиватель пр,ополаскиватель,"(15, 29)"
3 2456568802965 Свеча в ст/Bols/1036,свеча,"(16, 21)"
"Скребок хоз.унив.Умная Эком 3шт ""Фрекен Бок""",скребок,"(0, 7)"
Фуфайка для мальчиков м9021744410006,фуфайка,"(0, 7)"
"673104СМ Полуботинки женские WALL, 40, С",полуботинки,"(9, 20)"
Кассеты Gillette Venus Embrace 4шт,кассеты,"(0, 7)"
Ж/д билет № 76350921753685 Билет,билет,"(4, 9)"
"1. НАЗИВИН СЕНСИТИВ СПРЕЙ НАЗ ДОЗ 11,25МКГ/ДОЗА 10МЛ N1 ФЛ ПЭ Д(УПАК)",спрей,"(20, 25)"
Д/п пюре GERBER Цыпленок 80г,пюре,"(4, 8)"
"Щенячий патруль Аскорбиновая кислота Ас'' корбинка-Витаминка со вкусом апельсина Бад 12/20, 30г",аскорбиновая кислота,"(16, 36)"
2796 ОРГ.Ш.ФР.ПЕНА Д/В.КОКОС.500МЛ,пена,"(14, 18)"
Чай Тесс 9вкусов 45 пакет.,чай,"(0, 3)"
1.ТРИКОТАЖНАЯ МАЙКА 9SQ128Z8 8681364906034,майка,"(14, 19)"
ПОМИДОРЫ СЛИВКА              0.628кг*62.10,помидоры,"(0, 8)"
471343 Подарочная карта 23000001140,карта,"(18, 23)"
"Краска д/волос Palette ""ICC""",краска,"(0, 6)"
Корм Cesar кур. с овощами 100г,корм,"(0, 4)"
2. nivea_styling_лак д/в моделир.кудри 250мл(82781),лак,"(17, 20)"
"Свиная лопатка ""Аппетитная"" для запекани",лопатка,"(7, 14)"
886903 Plantscription Anti-Aging Power Serum Сыворотка а,сыворотка,"(45, 54)"
Лейкопластырь 2х500см (Верофарм ОАО) (04-00744885),лейкопластырь,"(0, 13)"
ТВОРОГ САВУШКИН ПРОДУКТ 130Г 5% СКИДКА,творог,"(0, 6)"
6 2456538880146 Ящик д/хра/Funb/FB10,ящик,"(16, 20)"
"Творожный продукт Даниссимо 130г 5,4% клуб/бан Данон БЗМЖ",творожный продукт,"(0, 17)"
Шампунь Natura Siberica Detox ,шампунь,"(0, 7)"
Шприц 20мл 3-комп SFМ SFM Hospital P,шприц,"(0, 5)"
3.Трикотажный комбинезон 0WGH49Z1 8681383926358,комбинезон,"(14, 24)"
[M] Куртка утепленная Befree LM107437953 AZsJ'aI5uKWfR,куртка,"(4, 10)"
basic medical перчатки смотровые нитриловые р.s,перчатки,"(14, 22)"
Платье Zarka LM088634927,платье,"(0, 6)"
Пробаланс для собак адалт с говядиной весовой 100гр,,"(0, 0)"
Чай клюква с грейпфруктом,чай,"(0, 3)"
ТитБит Гематоген мясной витамин,гематоген,"(7, 16)"
Брюки Zarina LM082396980,брюки,"(0, 5)"
"Сверло по дереву ЭНКОР, перовое, 18х152 мм, (19106)",сверло,"(0, 6)"
КашпоД/Цветов(130*90*90см)СТ,кашпо,"(0, 5)"
"Полотенца 04б (,)",полотенца,"(0, 9)"
3 2456521910096 ФУФАЙКА ЖЕ/ESPR/127E,фуфайка,"(16, 23)"
[M] Кроссовки New Balance LM100508835 qT.qY8Il<4HYS,кроссовки,"(4, 13)"
Совок Нордпласт 22см 026/090,совок,"(0, 5)"
"Лимонад лимон 0,5л Ильинские лимонады",лимонад,"(0, 7)"
Грудинка свиная б/кост. охл. 1кг Калинка,грудинка,"(0, 8)"
Чай Гринфилд Строуберри Гурмэ 25*1.,чай,"(0, 3)"
Сигареты маркирован.мрц 148. с зажигалкой  фильтром Winston XS Silver синий МРЦ:137-00 143рублей.    тонкие черные с  серой поло,сигареты,"(0, 8)"
Салат Мексиканский 400г ПЛАНЕТА ВИТАМИНОВ/И,салат,"(0, 5)"
Хлеб Пеклеванный новый 375г ХБЗ №2,хлеб,"(0, 4)"
1.Тканая блузка с короткими рукавам S11745Z8 8681380274407,блузка,"(9, 15)"
Салат с куриным бедром и крошкой бекона 1 порц.,салат,"(0, 5)"
3KYP71 YJ2HZ БРЮКИ ТРИКОТ (1663 XS),брюки,"(13, 18)"
Gillette Mach3 Гель д/гладк.и мягк.бритья ,гель,"(15, 19)"
0855359 ПОЛУКОМБИНЕЗОН 146 Синий ,полукомбинезон,"(8, 22)"
0724741 БРЮКИ 27 Синий,брюки,"(8, 13)"
Дезодорант Фа жен. спрей 150мл в ассортименте,дезодорант,"(0, 10)"
P8684 Кружка ФИТНЕС 320мл ЧАЙ И КОФЕ микс арт,кружка,"(6, 12)"
"260224      Перчатки х/б основа с полным ПВХ покрытием, манжета-резинка р-р 9,5-10 50-202 ЕСО 1/120(пар)",перчатки,"(12, 20)"
"Паштет мясной запеченный ""Французский""200г",паштет,"(0, 6)"
"Саморезы 3,5*32 редк.шаг резьбы, оксид д/ч 100шт",саморезы,"(0, 8)"
Встраиваемая газовая панель независимая Hi VG 6020 H,панель,"(21, 27)"
ВЫКЛЮЧАТЕЛЬ 7010202112 2кл с/п инд.LEZARD бел,выключатель,"(0, 11)"
Уксус250AcetБалМод^,уксус,"(0, 5)"
Зубная щетка Oral-B 1-2-3 средняя,зубная щетка,"(0, 12)"
"Носки женские Conte, Classic, 7С-22СП, р.23",носки,"(0, 5)"
С подкопчённым цыплёнком салат 200гр,салат,"(25, 30)"
3.Нижнее белье-Jersey- боди с корот 0S5913Z1 8681386775090,белье,"(9, 14)"
Прокладки гигиенические BELLA PANTY Soft classic №20,прокладки,"(0, 9)"
"НЕКТАР ДАРВИТА ГРАНАТ АПЕЛЬСИН  0,75Л СТ/Б",нектар,"(0, 6)"
Штанга DIN 975 оцинк. М 16 (2м),штанга,"(0, 6)"
САЛФЕТКИ БУМАЖНЫЕ PLUSHE КЛАССИК 24*24 1сл 400л,салфетки,"(0, 8)"
Томат Король Гигант IX (НК),томат,"(0, 5)"
"Сидерат Редька масленичная 0,5 кг.",сидерат,"(0, 7)"
Горшок пласт АРТЕ-ДЕЯ 2л зеленое яблоко  /30,горшок,"(0, 6)"
Соломка пластиковая,соломка,"(0, 7)"
Сыр Дружба плавленый 90гр Карат  6шт*41.00,сыр,"(0, 3)"
Дист вода Элтранс 5л ПЭТ,вода,"(5, 9)"
Зубная паста Бленд-а-мед 100мл Кора дуба (Камелот),паста,"(7, 12)"
ПОЛО.МУЖ.СИНИЙ S-XXL,поло,"(0, 4)"
"Сардельки ""Ветчинные"" 430гр Беларусь",сардельки,"(0, 9)"
3) YY813-59J-38 ДЖИНСЫ ЖЕНСКИЕ,джинсы,"(16, 22)"
1304238 Пакет фасовочный ПП 35x45 см 20 мкм с клеевым клапаном (100 штук в упаковке),пакет,"(8, 13)"
Тетради   клетka N1712 Aртикул 64460543464,тетради,"(0, 7)"
Туал. бумага PAPIA 3сл 8шт ,бумага,"(6, 12)"
Окрошка с говядиной на айране,окрошка,"(0, 7)"
939857 Комплимент от Givenchy 425,,"(0, 0)"
СВИНОЙ ОКОРОК ЖАРЕННЫЙ С ГОРЧИЧНЫМ СОУСОМ,окорок,"(7, 13)"
0853294 ПОДСТАВКА ДЛЯ СВЕЧИ NOSIZE Золотой,подставка,"(8, 17)"
2. Колбаски Охотничьи с/к,колбаски,"(3, 11)"
Нерка АФ УЙСКАЯ спинка б/г х/к вес,нерка,"(0, 5)"
ДРАЖЕ ФУНДУК В МОЛОЧН ГЛАЗ ЯШКИНО ВЕС,драже,"(0, 5)"
"Макфа ""Ракушки"" 400гр 20шт",ракушки,"(7, 14)"
Sobranie KS SS Golds Сигареты сф (163),сигареты,"(21, 29)"
!Печенье Любятово сахарное шоколадное 1кг,печенье,"(1, 8)"
Нож канц. 9мм. Berlingo push-lock европодвес ВМ4110,нож,"(0, 3)"
Вафельный батончик с начинкой из пасты ореховой Nutella c добавлением какао 22г,батончик,"(10, 18)"
Кукурузные палочки Пуфи Флуфи для маль.девоч.70гр,палочки,"(11, 18)"
Печень цыпленка-бройлера зам н/подл 1кг Акашево,печень,"(0, 6)"
Чай Дары Башкирии №23 Грудной сбор 20 пак,чай,"(0, 3)"
"Спред ""Voimix"" с комплексом витаминов А, Д, Е, 400 г",спред,"(0, 5)"
Колготки дет. Фаза Ф-209 полоса р-р 19-20,колготки,"(0, 8)"
"Блузка длинный рукав (429321147033,XS,50P0)",блузка,"(0, 6)"
Лента конвейерная 2Л-800-3ТК200-2-3-1НБ   6 мм м2,лента,"(0, 5)"
020-Сникерс-,,"(0, 0)"
"Настойка горькая ПЕРЦОВОЧКА 35% 0,1л фляга",настойка,"(0, 8)"
1 144050  Контргайка с ребордой никель 1/2 HLV 1шт,контргайка,"(10, 20)"
Кабель Витая пара FTP 4PR 5e кат LAN 541_VEC (300 м) CAVEL,кабель,"(0, 6)"
"Творожок Чудо 4,2% 100г.БЗМЖ",творожок,"(0, 8)"
"Лоток для бумаг вертикальный Стамм, сборный, 5 отделений, серый",лоток,"(0, 5)"
90Г HARIBO ШАМЕЛЛОУС ШПЕК,,"(0, 0)"
2 2456551450593 Полусапоги/T TA/2520,полусапоги,"(16, 26)"
Протеиновый батончик Chikalab   Ch,батончик,"(12, 20)"
"Маринад чесночный Махеев 300 гр д/п, шт",маринад,"(0, 7)"
"Д717*50 платье клетка морская (1, 58, шт)",платье,"(8, 14)"
"FunDay / VUWX4H 98 S Трусы Женск., графитовый,р.S 44",трусы,"(21, 26)"
"Гель для бритья Gillette Fusion ProGlide Sensitive Active Sport, 170мл (Гарантия - Нет)",гель,"(0, 4)"
Пицца Миссури 31см,пицца,"(0, 5)"
ЗАГЛУШКИ 14ММ БУК УПАК.50,заглушки,"(0, 8)"
"Зубочистка ""Flosstik"" нить №30",зубочистка,"(0, 10)"
"Пиво светлое, пастеризованное ""Балтика Кулер светлое"" ПЭТ, Хабар",пиво,"(0, 4)"
Шапка Prikinder LM094650187,шапка,"(0, 5)"
"2201436005067 Печенье Лимончик, кг",печенье,"(14, 21)"
Светильник GX53 H4 Квадрат плоский Белый Ecola шт,светильник,"(0, 10)"
"30. 00004902 Муфта бронза 1/2"" VIEGA",муфта,"(13, 18)"
Дюбель-гвоздь 6*50мм борт KEW,дюбель-гвоздь,"(0, 13)"
Патрон 12/70 (Главпатрон) 32г (дробь №3),патрон,"(0, 6)"
Сосиски Филейные ц/о /Останкино/ \39,сосиски,"(0, 7)"
шприц 20мл (шт) (1 x 15),шприц,"(0, 5)"
2. J.Maki LOOK UP Кондиционер для волос /300,кондиционер,"(18, 29)"
Лампа люмин.Т5 6W Camelion,лампа,"(0, 5)"
 1198628 Бокорезы 115мм мини,бокорезы,"(9, 17)"
сливки 400г 10% т/п Северная долина,сливки,"(0, 6)"
"Горшок для орхидеи 1,8л с поддоном",горшок,"(0, 6)"
МЫЛО ТУАЛЕТНОЕ ДУРУ 1+1 ЗЕЛЕН ЧАЙ 80 ГР,мыло,"(0, 4)"
Трусы GUW005019 трикотаж бордовый XXS/164,трусы,"(0, 5)"
"Напиток б/а Аскания Клубника 0,5 1*12",напиток,"(0, 7)"
Лапша Вантуккон 110гр (чашка) ( ),лапша,"(0, 5)"
Spaghetti All'arrabbiata,spaghetti,"(0, 9)"
Соль морск. мелкая фторир. 500г карт.пач. Финляндия 4LIFE,соль,"(0, 4)"
"Шоколад ""Аленка"" молоч.начинка",шоколад,"(0, 7)"
30 л/ПЭТ/ Квас Вятский /42/,квас,"(10, 14)"
Тапки домашние 220,тапки,"(0, 5)"
Колбаски Сырный Крайнер Окраина  шт 360г,колбаски,"(0, 8)"
1/2 Стрептоцид порошок 2г 25р. за упак,порошок,"(15, 22)"
"Блокнот А6 Hatber  40л ""Приключения кота Пирожка"" кл. спираль, мел.картон, УФ-лак 40Б6В1гр",блокнот,"(0, 7)"
"Сыр мягкий сливочный WILLIE 69% (1,5кг ведро) /Иран/",сыр,"(0, 3)"
Кофе ЖОКЕЙ По-Восточном 450г,кофе,"(0, 4)"
"Пинетки детские (зимние) Mansita Lunna, цв.темно-кремовый (р.18-20)",пинетки,"(0, 7)"
"Печенье""Колосок Мак""",печенье,"(0, 7)"
"444-278: VETTA Водосгон для стекол, 22х19,5см, пластик, ПВХ, 3 цвета(шт)",водосгон,"(15, 23)"
"Порог-стык АЛ-135 серебр.антик 1,0м*3,5см*3мм",порог,"(0, 5)"
Моторное масло MOTUL 5000 4T 10W40 4л.,масло,"(9, 14)"
Мороженое Бахрома эскимо гран.черешня 75гр фрукт.,мороженое,"(0, 9)"
OZONE ВЛАЖНЫЕ САЛФЕТКИ С АРОМАТОМ ЗЕЛЕНОГО ЧАЯ 1,салфетки,"(14, 22)"
"масло под. урожайное 0,87 л",масло,"(0, 5)"
"Водка ""Изюмовка Классическая"" 0.5 л",водка,"(0, 5)"
"Тефтели 0,500 порц.",тефтели,"(0, 7)"
РОДНЫЕ КОРМА Кролик по стрелецки конс. 125 г для собак 1х10(шт.),кролик,"(13, 19)"
"Живой продукт Урбеч из семян тыквы, 225 г",урбеч,"(14, 19)"
Мороженое пломбир в рожке-120гр с клубничным джемом КизК,мороженое,"(0, 9)"
Конфеты Дивная даренка ваф. глазир,конфеты,"(0, 7)"
БЗМЖ Сметана Вемол 10% 200г стакан,сметана,"(5, 12)"
"ПУХОДЕРКА 23051 Пластмассовая большая без капли 10,5*16см",пуходерка,"(0, 9)"
Мороженое movenpick фисташка 50 гр,мороженое,"(0, 9)"
Мистраль Каша Мультизлаковая  БЕЗ САХАРА 40г*24,каша,"(9, 13)"
"Хомут 7/8"" с барашком 12-20мм/12-22мм",хомут,"(0, 5)"
"Рожок БЗМЖ ""Золотой Стандарт"" пломбир 100гр.",рожок,"(0, 5)"
Пюре д/питания детей ран. возраста яблочное натур,пюре,"(0, 4)"
Холс леденец Кола 25 гр.,леденец,"(5, 12)"
"Майонез  Гастроном прован.  д/п         400г , шт",майонез,"(0, 7)"
Bella прокладки Panty Flora Ромашка,прокладки,"(6, 15)"
КАЛЬМАР солёно-сушеный (паутинка),кальмар,"(0, 7)"
КОНТЕЙНЕР Д/ШАШЛЫКА 6Л ПЛАСТ ТИМ,контейнер,"(0, 9)"
"59090 Перчатки х/б с защитой от скольжения, 10 класс L-XL ЗУБР пара",перчатки,"(6, 14)"
5 АЛЕРАНА бальзам-ополаскиватель д/волос,бальзам,"(10, 17)"
"ШАР""АЗАЛИЯ ЗОЛ""8СМ",шар,"(0, 3)"
"ВРК Пресервы Нерка филе/ломтики 200 г ""матье""",филе,"(19, 23)"
"Напиток с/а ""Сидор"" (Очаково) 9% 1л (пэт) (Оч",напиток,"(0, 7)"
Крекер Яшкино 180г Классический.,крекер,"(0, 6)"
2558251 [М]  Обувь весна/осень TAMARIS 1,обувь,"(13, 18)"
Гайка М16х1.5х13 многоцелевая (кл.проч. 8.8) ТТМ,гайка,"(0, 5)"
Соус Стебель Бамбука Томатный грузи,соус,"(0, 4)"
"Торт заварной шоколадный,вес 0,800 kg.",торт,"(0, 4)"
шоколад Альпен Голд с арах и кукуруз хлопьями 90г (НДС 20%),шоколад,"(0, 7)"
026197:ХЛЕБ УРОЖ 750Г ФОРНА,хлеб,"(7, 11)"
Пирог с капустой и яйцом 2кгСл,пирог,"(0, 5)"
Merrell / 52438 9H  Кроссовки жен. д/бега по пересеченной местности BARE ACCESS FLEX 2 E-MESH бирюзовый р.9H,кроссовки,"(20, 29)"
Джемпер/Футболка Henderson к.р WHITE-S,футболка,"(8, 16)"
0679853 ДЖЕМПЕР/СВИТЕР S Бежевый ,джемпер,"(8, 15)"
